,Name,Rating,Genre,Release Date,Runtime,Director,Url
1983,Walking with Dinosaurs,61.0,"Animation, Family, Adventure",12/20/2013,1h 27m,Neil Nightingale,https://www.themoviedb.org/movie/77951
1984,Fences,68.0,Drama,12/25/2016,2h 19m,Denzel Washington,https://www.themoviedb.org/movie/393457
1985,Superfast!,50,"Comedy, Action",04/02/2015,1h 39m,Aaron Seltzer,https://www.themoviedb.org/movie/325358
1986,Friday the 13th,64.0,Horror,05/09/1980,1h 35m,Sean S. Cunningham,https://www.themoviedb.org/movie/4488
1987,[REC]⁴ Apocalypse,56.0,"Thriller, Horror",10/31/2014,1h 35m,Jaume Balagueró,https://www.themoviedb.org/movie/185341
1988,Kill Command,55.0,"Action, Horror, Science Fiction",05/13/2016,1h 39m,Steven Gomez,https://www.themoviedb.org/movie/384798
1989,The Thing,80,"Horror, Mystery, Science Fiction",06/25/1982,1h 49m,John Carpenter,https://www.themoviedb.org/movie/1091
1990,Sherlock Holmes,72.0,"Action, Adventure, Crime, Mystery",12/26/2009,2h 9m,Arthur Conan Doyle,https://www.themoviedb.org/movie/10528
1991,Annihilation,64.0,"Science Fiction, Horror",02/23/2018,1h 55m,Alex Garland,https://www.themoviedb.org/movie/300668
1992,10 Things I Hate About You,76.0,"Comedy, Romance, Drama",03/31/1999,1h 37m,Gil Junger,https://www.themoviedb.org/movie/4951
1993,Dragon Ball Z Side Story: Plan to Eradicate the Saiyans,63.0,"Action, Adventure, Animation",09/23/1993,59m,Shigeyasu Yamauchi,https://www.themoviedb.org/movie/652754
1994,Yakuza Princess,59.0,"Action, Thriller",10/07/2021,1h 52m,Vicente Amorim,https://www.themoviedb.org/movie/661595
1995,Indiana Jones and the Last Crusade,78.0,"Adventure, Action",05/24/1989,2h 7m,George Lucas,https://www.themoviedb.org/movie/89
1996,The Match,65.0,"Drama, History",10/29/2021,1h 59m,Dominik Sedlar,https://www.themoviedb.org/movie/840283
1997,Children of the Corn,57.0,"Horror, Thriller",03/09/1984,1h 32m,Fritz Kiersch,https://www.themoviedb.org/movie/10823
1998,Double Impact,60,"Thriller, Action, Crime, Drama",08/10/1991,1h 50m,Sheldon Lettich,https://www.themoviedb.org/movie/9594
1999,The Raven,63.0,"Crime, Thriller, Mystery",05/18/2012,1h 51m,James McTeigue,https://www.themoviedb.org/movie/70436
2000,Kama Sutra: A Tale of Love,57.0,"Drama, History, Romance",02/28/1997,1h 57m,Mira Nair,https://www.themoviedb.org/movie/28005
2001,Cast Away,77.0,"Adventure, Drama",12/22/2000,2h 23m,Robert Zemeckis,https://www.themoviedb.org/movie/8358
2002,"Batman: The Dark Knight Returns, Part 1",78.0,"Science Fiction, Action, Animation, Mystery",09/25/2012,1h 16m,Jay Oliva,https://www.themoviedb.org/movie/123025
2003,Reap the Wild Wind,66.0,"Adventure, Drama, Romance",03/26/1942,1h 59m,Cecil B. DeMille,https://www.themoviedb.org/movie/63617
2004,The Protector 2,59.0,Action,10/23/2013,1h 44m,Prachya Pinkaew,https://www.themoviedb.org/movie/110552
2005,Source Code,73.0,"Thriller, Science Fiction, Mystery",05/01/2011,1h 34m,Duncan Jones,https://www.themoviedb.org/movie/45612
2006,Night of the Living Dead,69.0,Horror,10/19/1990,1h 28m,Tom Savini,https://www.themoviedb.org/movie/19185
2007,Ouija,51.0,Horror,10/24/2014,1h 29m,Stiles White,https://www.themoviedb.org/movie/242512
2008,Berserk: The Golden Age Arc III - The Advent,76.0,"Action, Adventure, Drama, Fantasy, Animation",02/01/2013,1h 50m,Toshiyuki Kubooka,https://www.themoviedb.org/movie/144288
2009,Puss in Boots: The Three Diablos,66.0,"Adventure, Animation, Comedy, Family",02/07/2012,13m,Raman Hui,https://www.themoviedb.org/movie/83201
2010,God's Not Dead,60,Drama,03/21/2014,1h 53m,Harold Cronk,https://www.themoviedb.org/movie/249660
2011,Kakegurui: The Movie,77.0,"Drama, Mystery, Thriller",05/03/2019,1h 59m,Tsutomu Hanabusa,https://www.themoviedb.org/movie/564251
2012,Leprechaun 3,59.0,"Comedy, Horror",07/05/1995,1h 34m,Mark Jones,https://www.themoviedb.org/movie/19286
2013,Quantum of Solace,63.0,"Adventure, Action, Thriller, Crime",11/14/2008,1h 46m,Marc Forster,https://www.themoviedb.org/movie/10764
2014,Barbie: A Fairy Secret,67.0,"Animation, Family, Fantasy",03/15/2011,1h 12m,William Lau,https://www.themoviedb.org/movie/57737
2015,We Are Nothing,55.0,"Documentary, Music",09/22/2021,1h 50m,Javier Corcuera,https://www.themoviedb.org/movie/874043
2016,Ghostbusters II,65.0,"Comedy, Fantasy",06/16/1989,1h 48m,Dan Aykroyd,https://www.themoviedb.org/movie/2978
2017,Midnight Sun,78.0,"Romance, Drama",03/23/2018,1h 31m,Scott Speer,https://www.themoviedb.org/movie/419478
2018,A Christmas Carol,69.0,"Animation, Family, Drama, Fantasy",11/06/2009,1h 34m,Robert Zemeckis,https://www.themoviedb.org/movie/17979
2019,Doraemon: Nobita and the New Steel Troops: ~Winged Angels~,78.0,"Animation, Adventure, Family",03/05/2011,1h 48m,Yukiyo Teramoto,https://www.themoviedb.org/movie/137227
2020,Cadaver,56.0,"Drama, Horror, Thriller",10/22/2020,1h 26m,Jarand Herdal,https://www.themoviedb.org/movie/692969
2021,Last Summer,59.0,"Romance, Drama",07/09/2021,1h 41m,Ozan Açıktan,https://www.themoviedb.org/movie/785537
2022,ParaNorman,69.0,"Family, Animation, Adventure, Comedy",08/17/2012,1h 30m,Chris Butler,https://www.themoviedb.org/movie/77174
2023,Transporter 3,61.0,"Action, Adventure, Thriller, Crime",12/05/2008,1h 44m,Luc Besson,https://www.themoviedb.org/movie/13387
2024,Transformers: Revenge of the Fallen,61.0,"Science Fiction, Action, Adventure",07/10/2009,2h 30m,Michael Bay,https://www.themoviedb.org/movie/8373
2025,Animal Crackers,63.0,"Comedy, Animation, Adventure",07/24/2020,1h 45m,Scott Christian Sava,https://www.themoviedb.org/movie/315064
2026,The Pianist,84.0,"Drama, War",03/28/2003,2h 30m,Roman Polanski,https://www.themoviedb.org/movie/423
2027,Being the Ricardos,66.0,"Drama, History",12/10/2021,2h 12m,Aaron Sorkin,https://www.themoviedb.org/movie/517088
2028,Castle in the Sky,80,"Adventure, Fantasy, Animation, Action, Family, Romance",08/02/1986,2h 5m,Hayao Miyazaki,https://www.themoviedb.org/movie/10515
2029,Robots,64.0,"Animation, Comedy, Family, Science Fiction",03/11/2005,1h 31m,David Lindsay-Abaire,https://www.themoviedb.org/movie/9928
2030,Watchmen,73.0,"Action, Mystery, Science Fiction",03/06/2009,2h 43m,Zack Snyder,https://www.themoviedb.org/movie/13183
2031,Planet of the Apes,76.0,"Science Fiction, Adventure, Drama, Action",02/07/1968,1h 52m,Franklin J. Schaffner,https://www.themoviedb.org/movie/871
2032,Death of Me,50,"Horror, Mystery",11/29/2020,1h 35m,Darren Lynn Bousman,https://www.themoviedb.org/movie/595149
2033,Neighbors,62.0,Comedy,05/09/2014,1h 37m,Nicholas Stoller,https://www.themoviedb.org/movie/195589
2034,Blade,67.0,"Horror, Action",08/21/1998,2h,Gene Colan,https://www.themoviedb.org/movie/36647
2035,The Salvation,64.0,"Drama, Western",05/22/2014,1h 32m,Kristian Levring,https://www.themoviedb.org/movie/266285
2036,Ouija: Origin of Evil,61.0,"Horror, Thriller",03/03/2017,1h 39m,Mike Flanagan,https://www.themoviedb.org/movie/335796
2037,A Thousand Words,61.0,"Drama, Comedy",03/08/2012,1h 31m,Brian Robbins,https://www.themoviedb.org/movie/72358
2038,Dawn of the Dead,70,"Action, Horror",03/19/2004,1h 41m,Zack Snyder,https://www.themoviedb.org/movie/924
2039,Independence Daysaster,45.0,"Action, Science Fiction",06/27/2013,1h 26m,W.D. Hogan,https://www.themoviedb.org/movie/205126
2040,Dragon Ball Z: Gather Together! Goku's World,71.0,"Action, Animation, Adventure",09/17/1992,26m,,https://www.themoviedb.org/movie/299963
2041,Psycho Goreman,61.0,"Science Fiction, Comedy, Horror",01/22/2021,1h 35m,Steven Kostanski,https://www.themoviedb.org/movie/670428
2042,El paseo,67.0,,12/25/2010,1h 30m,Harold Trompetero,https://www.themoviedb.org/movie/88278
2043,Doraemon: Nobita and the Kingdom of Clouds,70,"Animation, Fantasy",03/07/1992,1h 30m,Tsutomu Shibayama,https://www.themoviedb.org/movie/134162
2044,Doraemon: Nobita and the Windmasters,73.0,"Animation, Fantasy",03/08/2003,1h 30m,Tsutomu Shibayama,https://www.themoviedb.org/movie/98613
2045,Black as Night,55.0,"Horror, Thriller",10/01/2021,1h 27m,Maritte Lee Go,https://www.themoviedb.org/movie/767504
2046,Dogwashers,65.0,"Comedy, Drama, Crime",03/05/2021,1h 47m,Carlos Moreno,https://www.themoviedb.org/movie/725649
2047,The House of Flowers: The Movie,82.0,Drama,06/23/2021,1h 26m,Manolo Caro,https://www.themoviedb.org/movie/833971
2048,Sky Sharks,51.0,"Horror, Science Fiction, Comedy",08/26/2021,1h 42m,Marc Fehse,https://www.themoviedb.org/movie/320846
2049,Licorice Pizza,71.0,"Drama, Comedy",12/25/2021,2h 13m,Paul Thomas Anderson,https://www.themoviedb.org/movie/718032
2050,Heks,63.0,"Horror, Drama",12/15/2020,1h 22m,Reine Swart,https://www.themoviedb.org/movie/718022
2051,Space Jam,69.0,"Family, Animation, Comedy, Science Fiction",11/15/1996,1h 28m,Joe Pytka,https://www.themoviedb.org/movie/2300
2052,The Binding,55.0,"Horror, Thriller, Drama",10/02/2020,1h 33m,Domenico Emanuele de Feudis,https://www.themoviedb.org/movie/741998
2053,Atlantis: The Lost Empire,69.0,"Animation, Family, Adventure, Science Fiction",06/15/2001,1h 35m,Kirk Wise,https://www.themoviedb.org/movie/10865
2054,She Devils of the SS,39.0,"Drama, War",08/23/1973,1h 35m,Erwin C. Dietrich,https://www.themoviedb.org/movie/86493
2055,The Huntsman: Winter's War,63.0,"Action, Adventure, Drama",04/22/2016,1h 54m,Evan Daugherty,https://www.themoviedb.org/movie/290595
2056,The Fourth Kind,62.0,"Mystery, Science Fiction, Thriller",11/06/2009,1h 38m,Olatunde Osunsanmi,https://www.themoviedb.org/movie/22824
2057,Ferry,68.0,"Action, Crime, Drama",05/14/2021,1h 46m,Cecilia Verheyden,https://www.themoviedb.org/movie/717192
2058,Career Opportunities,68.0,"Romance, Comedy",03/29/1991,1h 23m,Bryan Gordon,https://www.themoviedb.org/movie/16270
2059,"Salò, or the 120 Days of Sodom",65.0,"War, Drama, Horror",01/10/1976,1h 57m,Pier Paolo Pasolini,https://www.themoviedb.org/movie/5336
2060,Artemis Fowl,57.0,"Adventure, Fantasy, Science Fiction, Family, Action",06/12/2020,1h 34m,Eoin Colfer,https://www.themoviedb.org/movie/475430
2061,The Transporter,67.0,"Action, Crime, Thriller",10/02/2002,1h 32m,Louis Leterrier,https://www.themoviedb.org/movie/4108
2062,Hole in One,41.0,Comedy,09/12/2009,1h 35m,Drew Ann Rosenberg,https://www.themoviedb.org/movie/45781
2063,Paul Blart: Mall Cop 2,52.0,"Action, Comedy, Family",04/17/2015,1h 34m,Kevin James,https://www.themoviedb.org/movie/256961
2064,Iron Sky,57.0,"Action, Comedy, Science Fiction",05/10/2012,1h 33m,Timo Vuorensola,https://www.themoviedb.org/movie/10679
2065,Friday the 13th Part 2,61.0,"Horror, Thriller",05/01/1981,1h 27m,Victor Miller,https://www.themoviedb.org/movie/9725
2066,Role Models,65.0,Comedy,11/07/2008,1h 39m,David Wain,https://www.themoviedb.org/movie/15373
2067,Polaroid,59.0,"Horror, Thriller, Mystery",10/11/2019,1h 28m,Lars Klevberg,https://www.themoviedb.org/movie/431075
2068,Anacondas: The Hunt for the Blood Orchid,54.0,"Adventure, Action, Horror, Thriller",08/27/2004,1h 36m,Dwight H. Little,https://www.themoviedb.org/movie/11237
2069,Battleship,58.0,"Thriller, Action, Adventure, Science Fiction",04/13/2012,2h 11m,Peter Berg,https://www.themoviedb.org/movie/44833
2070,Blade II,65.0,"Fantasy, Horror, Action, Thriller",03/22/2002,1h 57m,Marv Wolfman,https://www.themoviedb.org/movie/36586
2071,The Last Letter From Your Lover,75.0,"Drama, Romance",08/06/2021,1h 50m,Augustine Frizzell,https://www.themoviedb.org/movie/638449
2072,Underworld: Rise of the Lycans,65.0,"Fantasy, Action, Thriller",02/06/2009,1h 32m,Danny McBride,https://www.themoviedb.org/movie/12437
2073,Dragonheart: Vengeance,70,"Fantasy, Action, Adventure",02/04/2020,1h 37m,Charles Edward Pogue,https://www.themoviedb.org/movie/666750
2074,Full Metal Jacket,81.0,"Drama, War",07/10/1987,1h 57m,Stanley Kubrick,https://www.themoviedb.org/movie/600
2075,How It Ends,53.0,"Science Fiction, Thriller, Mystery, Action, Adventure",07/13/2018,1h 53m,David M. Rosenthal,https://www.themoviedb.org/movie/475210
2076,Radius,66.0,"Fantasy, Science Fiction, Thriller",09/22/2017,1h 33m,Steeve Léonard,https://www.themoviedb.org/movie/436274
2077,Jesus,83.0,"Drama, History",10/19/1979,1h 57m,Peter Sykes,https://www.themoviedb.org/movie/45139
2078,Pitch Perfect 2,69.0,"Comedy, Music",05/15/2015,1h 55m,Mickey Rapkin,https://www.themoviedb.org/movie/254470
2079,The Spy Next Door,58.0,"Action, Comedy, Family",01/15/2010,1h 34m,Brian Levant,https://www.themoviedb.org/movie/23172
2080,Date Movie,42.0,"Comedy, Romance",02/17/2006,1h 23m,Aaron Seltzer,https://www.themoviedb.org/movie/10073
2081,García y García,56.0,Comedy,08/27/2021,,Ana Murugarren,https://www.themoviedb.org/movie/774456
2082,Goodbye World,53.0,"Drama, Comedy",06/15/2013,1h 41m,Denis Hennelly,https://www.themoviedb.org/movie/201066
2083,Don't Kill It,62.0,"Fantasy, Horror",03/03/2017,1h 33m,Mike Mendez,https://www.themoviedb.org/movie/405882
2084,It Boy,63.0,Comedy,03/06/2013,1h 32m,David Moreau,https://www.themoviedb.org/movie/173185
2085,The Girl with All the Gifts,66.0,"Drama, Horror, Thriller, Science Fiction",09/23/2016,1h 50m,Mike Carey,https://www.themoviedb.org/movie/375366
2086,5 Centimeters per Second,73.0,"Animation, Drama, Romance",03/03/2007,1h 3m,Makoto Shinkai,https://www.themoviedb.org/movie/38142
2087,Afterlife of the Party,69.0,"Fantasy, Comedy, Drama",09/02/2021,1h 49m,Stephen Herek,https://www.themoviedb.org/movie/785457
2088,Kill Bill: Vol. 2,79.0,"Action, Crime, Thriller",08/20/2004,2h 16m,Quentin Tarantino,https://www.themoviedb.org/movie/393
2089,The Moment You Fall in Love,76.0,"Drama, Animation, Romance, Comedy",12/17/2016,1h 3m,Tetsuya Yanagisawa,https://www.themoviedb.org/movie/472516
2090,Jungle,65.0,"Adventure, Drama, Thriller",06/27/2017,1h 55m,Greg McLean,https://www.themoviedb.org/movie/390062
2091,6 Bullets,60,"Thriller, Action, Crime",09/11/2012,1h 55m,Ernie Barbarash,https://www.themoviedb.org/movie/127521
2092,Nanny McPhee and the Big Bang,63.0,"Comedy, Fantasy, Family",08/20/2010,1h 49m,Susanna White,https://www.themoviedb.org/movie/35019
2093,Security,57.0,Thriller,06/07/2021,1h 58m,Peter Chelsom,https://www.themoviedb.org/movie/666624
2094,Live Free or Die Hard,66.0,"Action, Thriller",06/27/2007,2h 8m,Mark Bomback,https://www.themoviedb.org/movie/1571
2095,Rocky Balboa,68.0,"Drama, Action",12/20/2006,1h 42m,Sylvester Stallone,https://www.themoviedb.org/movie/1246
2096,The Raid 2,76.0,"Action, Crime, Thriller",05/30/2014,2h 30m,Gareth Evans,https://www.themoviedb.org/movie/180299
2097,Chao in Space,20,"Animation, Science Fiction",12/12/2019,4m,Tyson Hesse,https://www.themoviedb.org/movie/736596
2098,Drive Angry,55.0,"Fantasy, Thriller, Action, Crime",02/24/2011,1h 45m,Patrick Lussier,https://www.themoviedb.org/movie/47327
2099,Godzilla: The Planet Eater,65.0,"Animation, Science Fiction, Action, Adventure, Fantasy",11/03/2018,1h 30m,Hiroyuki Seshita,https://www.themoviedb.org/movie/536115
2100,Semen Demon,63.0,"Horror, Fantasy",07/29/2005,56m,Minoru Inao,https://www.themoviedb.org/movie/245992
2101,Frankenweenie,69.0,"Animation, Comedy, Family",10/05/2012,1h 27m,Tim Burton,https://www.themoviedb.org/movie/62214
2102,Tú eres mi problema,76.0,"Family, Drama",12/16/2021,,Álvaro Curiel,https://www.themoviedb.org/movie/911071
2103,Species,59.0,"Science Fiction, Horror, Action",07/07/1995,1h 48m,Dennis Feldman,https://www.themoviedb.org/movie/9348
2104,Inazuma Eleven: The Movie,75.0,"Fantasy, Animation",12/23/2010,1h 30m,Yoshikazu Miyao,https://www.themoviedb.org/movie/118301
2105,The Loft,64.0,Thriller,01/30/2015,1h 48m,Bart De Pauw,https://www.themoviedb.org/movie/72784
2106,TEKKEN: Kazuya's Revenge,41.0,Action,08/12/2014,1h 30m,Wych Kaosayananda,https://www.themoviedb.org/movie/286548
2107,Aloha Scooby-Doo!,72.0,"Mystery, Family, Animation, Adventure, Comedy",02/08/2005,1h 14m,Tim Maltby,https://www.themoviedb.org/movie/24615
2108,Allegiant,61.0,"Adventure, Science Fiction, Action, Mystery",03/18/2016,2h,Robert Schwentke,https://www.themoviedb.org/movie/262504
2109,Free Willy,62.0,"Family, Adventure, Drama",07/16/1993,1h 52m,Simon Wincer,https://www.themoviedb.org/movie/1634
2110,Freddy's Dead: The Final Nightmare,53.0,"Horror, Thriller",09/13/1991,1h 29m,Rachel Talalay,https://www.themoviedb.org/movie/11284
2111,Beethoven's Big Break,52.0,"Family, Comedy",12/26/2008,1h 41m,Mike Elliott,https://www.themoviedb.org/movie/13955
2112,Tinker Bell,68.0,"Animation, Family, Adventure, Fantasy",10/27/2008,1h 18m,Bradley Raymond,https://www.themoviedb.org/movie/13179
2113,Spencer,71.0,Drama,11/19/2021,1h 57m,Pablo Larraín,https://www.themoviedb.org/movie/716612
2114,Poltergeist,52.0,Horror,07/24/2015,1h 33m,Gil Kenan,https://www.themoviedb.org/movie/243688
2115,Passing,64.0,Drama,11/10/2021,1h 38m,Rebecca Hall,https://www.themoviedb.org/movie/541524
2116,Batman Forever,54.0,"Action, Crime, Fantasy",08/15/1995,2h 1m,Bob Kane,https://www.themoviedb.org/movie/414
2117,The Black Phone,0,Horror,06/24/2022,1h 42m,Scott Derrickson,https://www.themoviedb.org/movie/756999
2118,A Nightmare on Elm Street,55.0,"Horror, Mystery, Thriller",04/30/2010,1h 35m,Wesley Strick,https://www.themoviedb.org/movie/23437
2119,Mr. Peabody & Sherman,67.0,"Animation, Adventure, Family",03/06/2014,1h 32m,Ted Key,https://www.themoviedb.org/movie/82703
2120,Cold Pursuit,57.0,"Action, Crime, Thriller",02/22/2019,1h 59m,Hans Petter Moland,https://www.themoviedb.org/movie/438650
2121,Return of the Tooth Fairy,65.0,Horror,06/15/2020,1h 31m,Louisa Warren,https://www.themoviedb.org/movie/708336
2122,About Time,79.0,"Drama, Romance, Fantasy",11/08/2013,2h 3m,Richard Curtis,https://www.themoviedb.org/movie/122906
2123,The Unborn,52.0,"Horror, Thriller, Mystery",01/09/2009,1h 27m,David S. Goyer,https://www.themoviedb.org/movie/13788
2124,Jason X,48.0,"Horror, Science Fiction",04/26/2002,1h 31m,James Isaac,https://www.themoviedb.org/movie/11470
2125,Man on a Ledge,64.0,"Action, Thriller, Crime",02/03/2012,1h 42m,Asger Leth,https://www.themoviedb.org/movie/49527
2126,Planes,59.0,"Animation, Family, Adventure, Comedy",08/09/2013,1h 31m,Klay Hall,https://www.themoviedb.org/movie/151960
2127,Predator 2,62.0,"Science Fiction, Action, Thriller",11/20/1990,1h 48m,Jim Thomas,https://www.themoviedb.org/movie/169
2128,The Lego Ninjago Movie,65.0,"Family, Animation, Action, Adventure, Comedy",10/06/2017,1h 41m,Bob Logan,https://www.themoviedb.org/movie/274862
2129,8 Mile,71.0,"Music, Drama",11/08/2002,1h 51m,Curtis Hanson,https://www.themoviedb.org/movie/65
2130,The Babysitter,61.0,"Comedy, Horror",10/13/2017,1h 25m,McG,https://www.themoviedb.org/movie/419479
2131,Oz the Great and Powerful,59.0,"Fantasy, Adventure, Family",03/08/2013,2h 10m,L. Frank Baum,https://www.themoviedb.org/movie/68728
2132,La Cantera,20,Drama,11/22/2021,1h 35m,Miguel Barreda-Delgado,https://www.themoviedb.org/movie/646351
2133,Cargo,64.0,"Drama, Thriller, Adventure, Horror",05/18/2018,1h 45m,Yolanda Ramke,https://www.themoviedb.org/movie/425972
2134,The Porno Killers,31.0,"Crime, Action",04/20/1980,1h 22m,Roberto Mauri,https://www.themoviedb.org/movie/288985
2135,Friday the 13th: The Final Chapter,61.0,Horror,04/13/1984,1h 31m,Ron Kurz,https://www.themoviedb.org/movie/9730
2136,Mainstream,64.0,"Comedy, Drama",05/07/2021,1h 35m,Gia Coppola,https://www.themoviedb.org/movie/557950
2137,Robin Hood,59.0,"Adventure, Action, Thriller",11/21/2018,1h 56m,Ben Chandler,https://www.themoviedb.org/movie/375588
2138,"Tad, the Lost Explorer",60,"Animation, Comedy, Adventure, Family",08/31/2012,1h 30m,Enrique Gato,https://www.themoviedb.org/movie/121734
