,Name,Rating,Genre,Release Date,Runtime,Director,Url
3046,Get the Goat,69.0,"Action, Comedy, Crime",03/18/2021 (BR),1h 37m,Vitor Brandt,https://www.themoviedb.org/movie/799497
3047,47 Meters Down,58.0,"Horror, Drama, Thriller, Adventure",07/28/2017 (GB),1h 29m,Johannes Roberts,https://www.themoviedb.org/movie/403119
3048,The Green Inferno,56.0,"Horror, Thriller, Adventure",09/08/2013 (CA),1h 40m,Eli Roth,https://www.themoviedb.org/movie/171424
3049,Mr. & Mrs. Smith,67.0,"Action, Comedy, Drama, Thriller",06/10/2005 (IN),2h,Doug Liman,https://www.themoviedb.org/movie/787
3050,Traffik,62.0,"Horror, Thriller",04/20/2018 (US),1h 36m,Deon Taylor,https://www.themoviedb.org/movie/473149
3051,Planes: Fire & Rescue,61.0,"Animation, Comedy, Adventure, Family",07/18/2014 (US),1h 23m,Jeffrey M. Howard,https://www.themoviedb.org/movie/218836
3052,Lego Scooby-Doo!: Haunted Hollywood,74.0,"Animation, Family, Comedy",05/03/2016 (US),1h 15m,Joe Ruby,https://www.themoviedb.org/movie/392536
3053,Wish Upon a Unicorn,71.0,"Adventure, Family, Fantasy",09/15/2020 (US),1h 33m,Steve Bencich,https://www.themoviedb.org/movie/743227
3054,Evil Eye,55.0,"Mystery, Thriller, Horror",04/01/2020 (PT),1h 30m,Rajeev Dassani,https://www.themoviedb.org/movie/732713
3055,Night Hunter,65.0,"Drama, Thriller",09/06/2019 (US),1h 35m,David Raymond,https://www.themoviedb.org/movie/441282
3056,Mr. Bean's Holiday,63.0,"Family, Comedy",03/22/2007 (US),1h 30m,Steve Bendelack,https://www.themoviedb.org/movie/1268
3057,King Kong,76.0,"Adventure, Fantasy, Action",03/15/1933 (US),1h 44m,Merian C. Cooper,https://www.themoviedb.org/movie/244
3058,The Art of Racing in the Rain,83.0,"Comedy, Drama, Romance",08/09/2019 (IN),1h 49m,Simon Curtis,https://www.themoviedb.org/movie/522924
3059,Mojin: The Lost Legend,62.0,"Action, Adventure, Fantasy",12/18/2015 (CN),2h 7m,Wuershan,https://www.themoviedb.org/movie/299824
3060,The Marine 4: Moving Target,64.0,Action,04/10/2015 (US),1h 30m,William Kaufman,https://www.themoviedb.org/movie/329540
3061,Another Cinderella Story,68.0,"Music, Comedy",09/16/2008 (US),1h 30m,Damon Santostefano,https://www.themoviedb.org/movie/15157
3062,Phantom,59.0,Thriller,03/01/2013 (US),1h 39m,Todd Robinson,https://www.themoviedb.org/movie/152259
3063,The Ultimate Gift,76.0,"Romance, Drama, Family",03/09/2007 (US),1h 54m,Michael O. Sajbel,https://www.themoviedb.org/movie/14624
3064,Leatherface: The Texas Chainsaw Massacre III,53.0,Horror,01/12/1990 (US),1h 25m,Tobe Hooper,https://www.themoviedb.org/movie/25018
3065,The Man with the Iron Fists 2,57.0,Action,04/14/2015 (US),1h 30m,Roel Reiné,https://www.themoviedb.org/movie/321494
3066,Kidnap,62.0,"Drama, Thriller",08/04/2017 (US),1h 35m,Luis Prieto,https://www.themoviedb.org/movie/293768
3067,Leroy & Stitch,66.0,"Animation, Comedy, Family",06/23/2006 (BR),1h 13m,Roberts Gannaway,https://www.themoviedb.org/movie/21316
3068,From Russia with Love,71.0,"Action, Thriller, Adventure",05/27/1964 (US),1h 55m,Terence Young,https://www.themoviedb.org/movie/657
3069,Teenage Mutant Ninja Turtles,66.0,"Science Fiction, Action, Adventure, Comedy, Family",03/30/1990 (US),1h 33m,Bobby Herbeck,https://www.themoviedb.org/movie/1498
3070,Hard Target,63.0,Action,08/20/1993 (US),1h 37m,John Woo,https://www.themoviedb.org/movie/2019
3071,All for Her,47.0,Drama,09/13/2021 (ES),1h 22m,Prarthana Mohan,https://www.themoviedb.org/movie/814820
3072,Silent Night,64.0,"Horror, Comedy, Drama",12/03/2021 (IE),1h 32m,Camille Griffin,https://www.themoviedb.org/movie/664574
3073,Halloween 4: The Return of Michael Myers,61.0,"Horror, Thriller",10/21/1988 (US),1h 28m,Dwight H. Little,https://www.themoviedb.org/movie/11357
3074,Typhoon Noruda,62.0,"Science Fiction, Animation",06/05/2015 (JP),27m,Yojiro Arai,https://www.themoviedb.org/movie/358632
3075,Stolen,54.0,"Action, Crime, Thriller",09/14/2012 (US),1h 36m,Simon West,https://www.themoviedb.org/movie/127493
3076,Cowboy Bebop: The Movie,77.0,"Action, Animation, Science Fiction",09/01/2001 (JP),1h 55m,Shinichiro Watanabe,https://www.themoviedb.org/movie/11299
3077,Feels Like Euphoria,51.0,"Drama, Romance",11/07/2017 (US),,James M. Perry,https://www.themoviedb.org/movie/497859
3078,Kaguya-sama: Love Is War,73.0,"Comedy, Romance",09/06/2019 (JP),1h 53m,Hayato Kawai,https://www.themoviedb.org/movie/617402
3079,Gully,48.0,"Drama, Crime",06/04/2021 (US),1h 21m,Nabil Elderkin,https://www.themoviedb.org/movie/514995
3080,88,51.0,"Thriller, Action",01/06/2015 (US),1h 28m,April Mullen,https://www.themoviedb.org/movie/307479
3081,John Wynn's One Hour,20,"Science Fiction, Drama, Thriller",04/22/2022 (US),1h 30m,John Wynn,https://www.themoviedb.org/movie/940000
3082,Friday the 13th: A New Beginning,53.0,Horror,03/22/1985 (US),1h 32m,Danny Steinmann,https://www.themoviedb.org/movie/9731
3083,Jawbreaker,63.0,"Comedy, Crime",01/30/1999 (US),1h 27m,Darren Stein,https://www.themoviedb.org/movie/18892
3084,"Josee, the Tiger and the Fish",86.0,"Animation, Drama, Romance",12/25/2020 (JP),1h 38m,Kotaro Tamura,https://www.themoviedb.org/movie/652837
3085,The Man with the Iron Heart,66.0,"War, Action, History, Thriller",07/07/2017 (US),2h,Cédric Jimenez,https://www.themoviedb.org/movie/339259
3086,Avatar: Scene Deconstruction,85.0,Documentary,12/18/2009 (US),,,https://www.themoviedb.org/movie/287003
3087,A Writer's Odyssey,74.0,"Fantasy, Action, Adventure, Drama",02/12/2021 (CN),2h 10m,Lu Yang,https://www.themoviedb.org/movie/611698
3088,Level 16,68.0,"Science Fiction, Thriller",02/20/2018 (DE),1h 42m,Danishka Esterhazy,https://www.themoviedb.org/movie/548066
3089,Chao in Space,20,"Animation, Science Fiction",12/12/2019 (US),4m,Tyson Hesse,https://www.themoviedb.org/movie/736596
3090,Zombie Night,39.0,Horror,10/08/2013 (US),1h 28m,John Gulager,https://www.themoviedb.org/movie/219247
3091,Pokémon: The First Movie - Mewtwo Strikes Back,69.0,"Animation, Family, Adventure, Fantasy, Action",07/18/1998 (JP),1h 25m,Kunihiko Yuyama,https://www.themoviedb.org/movie/10228
3092,Uncle Drew,67.0,Comedy,06/29/2018 (US),1h 43m,Charles Stone III,https://www.themoviedb.org/movie/474335
3093,The House with a Clock in Its Walls,62.0,"Fantasy, Family, Comedy, Horror",09/21/2018 (US),1h 45m,Eli Roth,https://www.themoviedb.org/movie/463821
3094,Justice League: War,76.0,"Animation, Action",02/02/2014 (BR),1h 19m,Jay Oliva,https://www.themoviedb.org/movie/217993
3095,Death Proof,68.0,"Action, Thriller",06/20/2007 (US),1h 53m,Quentin Tarantino,https://www.themoviedb.org/movie/1991
3096,Brain Freeze,38.0,"Horror, Comedy",10/29/2021 (CA),1h 31m,Julien Knafo,https://www.themoviedb.org/movie/672437
3097,Rendel,54.0,"Fantasy, Action, Crime",11/23/2017 (DE),1h 45m,Jesse Haaja,https://www.themoviedb.org/movie/397852
3098,Taxi,55.0,"Action, Comedy, Thriller, Crime",10/06/2004 (US),1h 37m,Tim Story,https://www.themoviedb.org/movie/11045
3099,Momentum,57.0,"Action, Crime, Thriller",10/16/2015 (US),1h 36m,Stephen S. Campanelli,https://www.themoviedb.org/movie/346808
3100,Fallen,61.0,"Drama, Fantasy, Romance",11/10/2016 (SG),1h 31m,Scott Hicks,https://www.themoviedb.org/movie/283378
3101,Liar Liar,66.0,Comedy,03/21/1997 (US),1h 26m,Tom Shadyac,https://www.themoviedb.org/movie/1624
3102,My Sister's Keeper,74.0,Drama,06/26/2009 (US),1h 49m,Nick Cassavetes,https://www.themoviedb.org/movie/10024
3103,Blue Lagoon: The Awakening,65.0,"Drama, Adventure, Romance, TV Movie",12/18/2012 (US),1h 25m,Mikael Salomon,https://www.themoviedb.org/movie/115290
3104,Musume Bugyo On-na Ro Hisho,0,,03/24/1995 (JP),1h 18m,Ryôji Shinmura,https://www.themoviedb.org/movie/729791
3105,Belfast,72.0,Drama,01/21/2022 (GB),1h 38m,Kenneth Branagh,https://www.themoviedb.org/movie/777270
3106,Barnyard,58.0,"Animation, Comedy, Family",08/04/2006 (US),1h 30m,Steve Oedekerk,https://www.themoviedb.org/movie/9907
3107,Batman: Assault on Arkham,74.0,"Thriller, Animation, Action, Crime",08/12/2014 (BR),1h 15m,Jay Oliva,https://www.themoviedb.org/movie/242643
3108,National Treasure: Book of Secrets,63.0,"Action, Adventure, Mystery, Thriller",12/13/2007 (US),2h 4m,Jon Turteltaub,https://www.themoviedb.org/movie/6637
3109,Hoodwinked Too! Hood VS. Evil,51.0,"Comedy, Animation, Family",04/29/2011 (US),1h 26m,Mike Disa,https://www.themoviedb.org/movie/57089
3110,Going in Style,67.0,"Crime, Comedy",04/07/2017 (IN),1h 36m,Zach Braff,https://www.themoviedb.org/movie/353070
3111,Malcolm & Marie,71.0,"Drama, Romance",01/29/2021 (US),1h 46m,Sam Levinson,https://www.themoviedb.org/movie/722913
3112,First Kill,57.0,"Action, Thriller, Crime",07/21/2017 (US),1h 37m,Steven C. Miller,https://www.themoviedb.org/movie/410554
3113,Trinity Seven: Eternity Library & Alchemic Girl,74.0,"Animation, Action, Comedy, Fantasy",02/01/2017 (JP),55m,Hiroshi Nishikiori,https://www.themoviedb.org/movie/428292
3114,Braven,62.0,"Drama, Action, Thriller",02/02/2018 (US),1h 34m,Lin Oeding,https://www.themoviedb.org/movie/459910
3115,Dragon Ball: Mystical Adventure,67.0,"Action, Animation",07/09/1988 (JP),48m,Kazuhisa Takenouchi,https://www.themoviedb.org/movie/116776
3116,Gothika,61.0,"Horror, Thriller",11/21/2003 (US),1h 38m,Mathieu Kassovitz,https://www.themoviedb.org/movie/4970
3117,"Yes, God, Yes",64.0,"Comedy, Drama",07/24/2020 (US),1h 18m,Karen Maine,https://www.themoviedb.org/movie/527660
3118,A Beautiful Mind,79.0,"Drama, Romance",12/12/2001 (US),2h 15m,Sylvia Nasar,https://www.themoviedb.org/movie/453
3119,Over the Hedge,65.0,"Family, Comedy, Animation",05/19/2006 (US),1h 23m,Karey Kirkpatrick,https://www.themoviedb.org/movie/7518
3120,Let Me Eat Your Pancreas,69.0,"Drama, Romance",07/28/2017 (JP),1h 55m,Shô Tsukikawa,https://www.themoviedb.org/movie/449132
3121,The Crazies,62.0,"Mystery, Horror, Action",02/26/2010 (US),1h 41m,Breck Eisner,https://www.themoviedb.org/movie/29427
3122,30 Miles from Nowhere,45.0,"Horror, Comedy",05/27/2019 (GB),1h 23m,Caitlin Koller,https://www.themoviedb.org/movie/564082
3123,Jumper,61.0,"Action, Adventure, Science Fiction",02/13/2008 (CA),1h 28m,Doug Liman,https://www.themoviedb.org/movie/8247
3124,O Prisioneiro do Sexo,39.0,,10/13/1978 (BR),1h 30m,Walter Hugo Khouri,https://www.themoviedb.org/movie/195483
3125,The Woman in the Window,61.0,"Drama, Crime, Mystery, Thriller",05/14/2021 (US),1h 42m,Joe Wright,https://www.themoviedb.org/movie/520663
3126,Romeo + Juliet,68.0,"Drama, Romance",11/01/1996 (US),2h,Baz Luhrmann,https://www.themoviedb.org/movie/454
3127,The Scorpion King,56.0,"Action, Adventure, Fantasy",07/19/2002 (IN),1h 32m,Stephen Sommers,https://www.themoviedb.org/movie/9334
3128,The Guide to the Perfect Family,66.0,"Comedy, Drama",07/14/2021 (CA),1h 42m,Ricardo Trogi,https://www.themoviedb.org/movie/633954
3129,Our Friend,73.0,"Drama, Romance",02/25/2019 (RU),2h 4m,Gabriela Cowperthwaite,https://www.themoviedb.org/movie/583903
3130,Alexander,59.0,"War, History, Action, Adventure, Drama, Romance",12/31/2004 (IN),2h 55m,Oliver Stone,https://www.themoviedb.org/movie/1966
3131,StarDog and TurboCat,73.0,"Animation, Comedy, Family",12/06/2019 (GB),1h 28m,Ben Smith,https://www.themoviedb.org/movie/515789
3132,Gurren Lagann the Movie: The Lights in the Sky Are Stars,81.0,"Action, Science Fiction, Animation, Adventure",04/25/2009 (JP),2h 6m,Hiroyuki Imaishi,https://www.themoviedb.org/movie/23452
3133,We Were Soldiers,71.0,"Action, History, War",03/01/2002 (US),2h 18m,Randall Wallace,https://www.themoviedb.org/movie/10590
3134,Dark Skies,63.0,"Science Fiction, Thriller, Horror",02/22/2013 (US),1h 37m,Scott Stewart,https://www.themoviedb.org/movie/145135
3135,Aquamarine,63.0,"Fantasy, Romance, Family, Comedy",03/03/2006 (US),1h 44m,Elizabeth Allen Rosenbaum,https://www.themoviedb.org/movie/14191
3136,Unstoppable,65.0,"Action, Thriller",11/12/2010 (US),1h 38m,Tony Scott,https://www.themoviedb.org/movie/44048
3137,The Son of Bigfoot,66.0,"Family, Animation, Comedy",07/27/2017 (US),1h 32m,Ben Stassen,https://www.themoviedb.org/movie/413644
3138,The Last of the Mohicans,74.0,"Action, Adventure, Drama, History, Romance, War",09/25/1992 (US),1h 52m,Michael Mann,https://www.themoviedb.org/movie/9361
3139,Only the Brave,74.0,"Drama, Action, History",10/20/2017 (US),2h 14m,Joseph Kosinski,https://www.themoviedb.org/movie/395991
3140,National Treasure,66.0,"Adventure, Action, Thriller, Mystery",01/21/2005 (IN),2h 11m,Jon Turteltaub,https://www.themoviedb.org/movie/2059
3141,Peach Girl,70,"Romance, Comedy, Drama",05/20/2017 (JP),1h 56m,Kōji Shintoku,https://www.themoviedb.org/movie/438551
3142,Free Fire,63.0,"Action, Crime, Mystery",04/21/2017 (US),1h 30m,Ben Wheatley,https://www.themoviedb.org/movie/334521
3143,The Intruder,61.0,Thriller,05/03/2019 (US),1h 42m,Deon Taylor,https://www.themoviedb.org/movie/524247
3144,Beyond the Reach,59.0,Thriller,04/17/2015 (US),1h 35m,Jean-Baptiste Léonetti,https://www.themoviedb.org/movie/284289
3145,Sniper: Ghost Shooter,66.0,"Action, Drama, War",08/02/2016 (US),1h 40m,Michael Frost Beckner,https://www.themoviedb.org/movie/407375
3146,Spartacus,75.0,"History, War, Drama, Adventure",10/13/1960 (US),3h 17m,Stanley Kubrick,https://www.themoviedb.org/movie/967
3147,Planet of the Apes,76.0,"Science Fiction, Adventure, Drama, Action",02/07/1968 (US),1h 52m,Franklin J. Schaffner,https://www.themoviedb.org/movie/871
3148,Amores Perros,76.0,"Drama, Thriller",06/16/2000 (MX),2h 34m,Guillermo Arriaga,https://www.themoviedb.org/movie/55
3149,Fireheart,65.0,"Animation, Comedy, Family",07/13/2022 (CA),1h 32m,Laurent Zeitoun,https://www.themoviedb.org/movie/778810
3150,The Social Network,73.0,Drama,11/12/2010 (IN),2h 1m,David Fincher,https://www.themoviedb.org/movie/37799
3151,True Lies,70,"Action, Thriller",07/15/1994 (US),2h 21m,James Cameron,https://www.themoviedb.org/movie/36955
3152,Max,71.0,"Adventure, Drama",06/26/2015 (US),1h 51m,Boaz Yakin,https://www.themoviedb.org/movie/272878
3153,The Next Karate Kid,53.0,"Action, Drama, Family, Adventure",08/12/1994 (US),1h 47m,Robert Mark Kamen,https://www.themoviedb.org/movie/11231
3154,Daddy's Home,62.0,Comedy,01/01/2016 (IN),1h 36m,Brian Burns,https://www.themoviedb.org/movie/274167
3155,The 100 Candles Game,57.0,Horror,11/13/2020 (TW),1h 40m,Oliver Lee Garland,https://www.themoviedb.org/movie/751394
3156,Antakshari,80,Thriller,04/22/2022 (IN),2h 1m,Vipin Das,https://www.themoviedb.org/movie/931895
3157,A Fistful of Dollars,79.0,Western,09/12/1964 (IT),1h 39m,Sergio Leone,https://www.themoviedb.org/movie/391
3158,The Fear of God: 25 Years of The Exorcist,68.0,"Documentary, TV Movie",06/13/1998 (GB),1h 14m,Nick Freand Jones,https://www.themoviedb.org/movie/104846
3159,The Prey,64.0,"Action, Crime, Thriller",04/12/2011 (FR),1h 42m,Eric Valette,https://www.themoviedb.org/movie/59118
3160,Dead Heat,61.0,"Action, Horror, Science Fiction, Thriller",05/06/1988 (US),1h 26m,Mark Goldblatt,https://www.themoviedb.org/movie/40095
3161,Legend of the BoneKnapper Dragon,67.0,"Animation, Fantasy, Family, Adventure, Comedy, TV Movie",10/15/2010 (US),16m,John Puglisi,https://www.themoviedb.org/movie/47626
3162,Vacancy,62.0,"Horror, Thriller",04/20/2007 (US),1h 25m,Nimród Antal,https://www.themoviedb.org/movie/10294
3163,Ace Ventura: Pet Detective,65.0,"Comedy, Adventure",02/04/1994 (US),1h 26m,Tom Shadyac,https://www.themoviedb.org/movie/3049
3164,Mr. Osomatsu the Movie,76.0,"Comedy, Animation",03/15/2019 (JP),1h 48m,Youichi Fujita,https://www.themoviedb.org/movie/559519
3165,The Taking of Deborah Logan,64.0,"Horror, Mystery, Thriller",10/21/2014 (US),1h 30m,Adam Robitel,https://www.themoviedb.org/movie/297608
3166,Gone with the Wind,80,"Drama, War, Romance",06/17/1940 (US),3h 53m,Victor Fleming,https://www.themoviedb.org/movie/770
3167,Original Sin,61.0,Thriller,08/03/2001 (US),1h 58m,Michael Cristofer,https://www.themoviedb.org/movie/2057
3168,Mirrors 2,56.0,"Horror, Mystery, Thriller",10/19/2010 (US),1h 26m,Víctor García,https://www.themoviedb.org/movie/46441
3169,Kickboxer: Retaliation,54.0,"Action, Drama",01/26/2018 (US),1h 50m,Dimitri Logothetis,https://www.themoviedb.org/movie/447665
3170,Mortdecai,55.0,"Comedy, Adventure",01/23/2015 (US),1h 46m,David Koepp,https://www.themoviedb.org/movie/210860
3171,The Heartbreak Kid,57.0,"Comedy, Romance",10/05/2007 (US),1h 56m,Bobby Farrelly,https://www.themoviedb.org/movie/9038
3172,Priest,57.0,"Horror, Action, Thriller",05/13/2011 (IN),1h 27m,Scott Stewart,https://www.themoviedb.org/movie/38321
3173,The Patriot,71.0,"Drama, History, War, Action",08/11/2000 (IN),2h 45m,Roland Emmerich,https://www.themoviedb.org/movie/2024
3174,Commando,66.0,"Action, Adventure, Thriller",10/03/1985 (US),1h 30m,Steven E. de Souza,https://www.themoviedb.org/movie/10999
3175,You Only Live Twice,65.0,"Action, Thriller, Adventure",06/13/1967 (US),1h 57m,Lewis Gilbert,https://www.themoviedb.org/movie/667
3176,Doraemon: Nobita's Great Adventure in the South Seas,67.0,Animation,03/07/1998 (JP),1h 38m,Tsutomu Shibayama,https://www.themoviedb.org/movie/105444
3177,Blow,74.0,"Crime, Drama",04/05/2001 (US),2h 4m,Ted Demme,https://www.themoviedb.org/movie/4133
3178,Dino King: Journey to Fire Mountain,79.0,"Animation, Adventure",12/25/2019 (KR),1h 30m,Han Sang-ho,https://www.themoviedb.org/movie/561974
3179,Ghost in the Shell,79.0,"Action, Animation, Science Fiction",11/18/1995 (JP),1h 23m,Mamoru Oshii,https://www.themoviedb.org/movie/9323
3180,Evangelion: 1.0 You Are (Not) Alone,77.0,"Animation, Science Fiction, Action, Drama",09/01/2007 (JP),1h 41m,Hideaki Anno,https://www.themoviedb.org/movie/15137
3181,Johnny English Strikes Again,62.0,"Action, Adventure, Comedy",10/26/2018 (US),1h 29m,Neal Purvis,https://www.themoviedb.org/movie/463272
3182,Adventures of a Mathematician,61.0,"Drama, History",06/11/2021 (PL),1h 42m,Thorsten Klein,https://www.themoviedb.org/movie/684281
3183,The Descent: Part 2,59.0,"Adventure, Horror, Thriller",04/27/2010 (US),1h 34m,Jon Harris,https://www.themoviedb.org/movie/34480
3184,Charlie's Angels,58.0,"Action, Adventure, Comedy, Crime, Thriller",11/02/2000 (US),1h 38m,McG,https://www.themoviedb.org/movie/4327
3185,The Animal,51.0,Comedy,06/01/2001 (US),1h 24m,Rob Schneider,https://www.themoviedb.org/movie/11090
3186,Triple Threat,64.0,"Thriller, Action",03/19/2019 (HU),1h 36m,Jesse V. Johnson,https://www.themoviedb.org/movie/449985
3187,The Healer,72.0,"Family, Drama, Comedy",02/17/2017 (ES),1h 53m,Paco Arango,https://www.themoviedb.org/movie/340270
3188,Forgotten,80,"Thriller, Mystery, Drama, Horror, Crime",11/29/2017 (KR),1h 48m,Jang Hang-jun,https://www.themoviedb.org/movie/488623
3189,Young and Wild,63.0,"Comedy, Drama",03/29/2012 (CL),1h 32m,Marialy Rivas,https://www.themoviedb.org/movie/84354
3190,Stowaway,58.0,"Science Fiction, Drama, Thriller",06/24/2021 (DE),1h 57m,Joe Penna,https://www.themoviedb.org/movie/559581
3191,Sin Nombre,76.0,"Drama, Action, Thriller, Crime",04/17/2009 (US),1h 36m,Cary Joji Fukunaga,https://www.themoviedb.org/movie/21191
3192,Hitch,65.0,"Comedy, Drama, Romance",02/11/2005 (US),1h 58m,Andy Tennant,https://www.themoviedb.org/movie/8488
3193,Spy Kids: All the Time in the World,47.0,"Family, Comedy, Action",08/19/2011 (US),1h 29m,Robert Rodriguez,https://www.themoviedb.org/movie/56288
3194,The Little Rascals,67.0,"Romance, Comedy, Family",08/05/1994 (US),1h 22m,Penelope Spheeris,https://www.themoviedb.org/movie/10897
3195,Shrek the Halls,63.0,"Adventure, Animation, Comedy, Fantasy, Family",11/28/2007 (DE),28m,Gary Trousdale,https://www.themoviedb.org/movie/13394
3196,Blood-C: The Last Dark,71.0,"Action, Horror, Science Fiction, Animation",06/02/2012 (JP),1h 46m,Naoyoshi Shiotani,https://www.themoviedb.org/movie/171823
3197,Nomadland,73.0,Drama,04/02/2021 (IN),1h 48m,Chloé Zhao,https://www.themoviedb.org/movie/581734
3198,After Porn Ends 3,54.0,Documentary,12/30/2018 (NL),1h 26m,Brittany Andrews,https://www.themoviedb.org/movie/557635
3199,Contact,74.0,"Drama, Science Fiction, Mystery",07/11/1997 (US),2h 30m,Carl Sagan,https://www.themoviedb.org/movie/686
3200,The Woman in Black 2: Angel of Death,52.0,"Thriller, Horror, Drama",01/02/2015 (US),1h 38m,Susan Hill ,https://www.themoviedb.org/movie/288158
3201,Crimson Peak,66.0,"Horror, Thriller, Romance, Mystery",10/16/2015 (US),1h 59m,Guillermo del Toro,https://www.themoviedb.org/movie/201085
3202,The Lost City,45.0,"Adventure, Documentary",04/15/2016 (CH),1h 18m,Francisco Hervé,https://www.themoviedb.org/movie/401804
3203,The Package,60,Comedy,08/10/2018 (US),1h 34m,Jake Szymanski,https://www.themoviedb.org/movie/503619
3204,Prayers for the Stolen,79.0,Drama,09/16/2021 (MX),1h 50m,Tatiana Huezo,https://www.themoviedb.org/movie/670981
3205,Heaven's Lost Property Final – The Movie: Eternally My Master,76.0,"Animation, Romance, Science Fiction, Comedy",04/27/2014 (JP),49m,Yoshihiro Watanabe,https://www.themoviedb.org/movie/246464
3206,Mr. Nobody,79.0,"Science Fiction, Drama, Romance, Fantasy",12/20/2011 (US),2h 21m,Jaco Van Dormael,https://www.themoviedb.org/movie/31011
3207,A Trash Truck Christmas,66.0,"Animation, Adventure, Family",12/11/2020 (US),28m,Eddie Rosas,https://www.themoviedb.org/movie/774810
3208,Gintama: The Movie: The Final Chapter: Be Forever Yorozuya,81.0,"Action, Comedy, Science Fiction, Animation",07/04/2013 (JP),1h 50m,Youichi Fujita,https://www.themoviedb.org/movie/245917
3209,Deuce Bigalow: Male Gigolo,59.0,Comedy,12/10/1999 (US),1h 28m,Mike Mitchell,https://www.themoviedb.org/movie/10402
3210,Honey 3: Dare to Dance,66.0,"Music, Drama, Family, Romance",11/30/2016 (FR),1h 37m,Bille Woodruff,https://www.themoviedb.org/movie/412519
3211,Kung Fu Jungle,67.0,"Action, Thriller, Crime",10/31/2014 (HK),1h 40m,Teddy Chan,https://www.themoviedb.org/movie/290864
3212,Meet the Spartans,40,Comedy,01/24/2008 (US),1h 24m,Jason Friedberg,https://www.themoviedb.org/movie/7278
3213,Ronaldo,69.0,"History, Documentary",11/09/2015 (ES),1h 32m,Anthony Wonke,https://www.themoviedb.org/movie/361931
3214,Little Big Mouth,53.0,Comedy,10/22/2021 (IN),1h 34m,Gray Hofmeyr,https://www.themoviedb.org/movie/883648
3215,Reaching Distance,59.0,"Drama, Mystery, Thriller",10/01/2018 (AU),1h 33m,David Fairhurst,https://www.themoviedb.org/movie/553962
3216,My Sassy Girl,75.0,"Drama, Comedy, Romance",07/27/2001 (KR),2h 3m,Kwak Jae-yong,https://www.themoviedb.org/movie/11178
3217,Jungle Beat: The Movie,70,"Family, Animation, Science Fiction, Comedy",06/26/2020 (MU),1h 24m,Brent Dawes,https://www.themoviedb.org/movie/663459
3218,Hal,68.0,"Animation, Romance",06/08/2013 (JP),1h,Ryotaro Makihara,https://www.themoviedb.org/movie/196761
3219,The Father Who Moves Mountains,60,"Drama, Thriller",07/25/2021 (RO),1h 48m,Daniel Sandu,https://www.themoviedb.org/movie/840427
3220,Anacondas: Trail of Blood,48.0,"Action, Horror, Science Fiction",02/27/2009 (US),1h 29m,Don E. FauntLeRoy,https://www.themoviedb.org/movie/19543
3221,Possessed,61.0,"Horror, Animation, Comedy",04/30/2015 (ES),1h 21m,Samuel Ortí Martí,https://www.themoviedb.org/movie/337719
3222,Outlander,64.0,"Fantasy, Action, Science Fiction",04/24/2008 (US),1h 55m,Howard McCain,https://www.themoviedb.org/movie/10529
3223,Fear and Loathing in Las Vegas,72.0,"Adventure, Drama, Comedy",05/22/1998 (US),1h 58m,Terry Gilliam,https://www.themoviedb.org/movie/1878
3224,Son of a Gun,64.0,"Action, Crime, Drama, Thriller",10/16/2014 (AU),1h 48m,Julius Avery,https://www.themoviedb.org/movie/294652
3225,The Dude in Me,81.0,"Fantasy, Comedy",01/09/2019 (KR),2h 2m,Kang Hyo-jin,https://www.themoviedb.org/movie/560527
3226,Mowgli: Legend of the Jungle,65.0,"Adventure, Drama",11/25/2018 (IN),1h 45m,Andy Serkis,https://www.themoviedb.org/movie/407436
3227,Life After Beth,55.0,"Romance, Comedy, Horror",09/05/2014 (CA),1h 30m,Jeff Baena,https://www.themoviedb.org/movie/244566
3228,Darkest Hour,74.0,"Drama, History",01/19/2018 (IN),2h 5m,Joe Wright,https://www.themoviedb.org/movie/399404
3229,Pokémon: The Rise of Darkrai,68.0,"Family, Adventure, Animation, Fantasy, Action",07/14/2007 (JP),1h 30m,Kunihiko Yuyama,https://www.themoviedb.org/movie/25961
3230,Ne Zha,80,"Animation, Fantasy, Adventure",07/26/2019 (CN),1h 50m,Yu Yang,https://www.themoviedb.org/movie/615453
3231,Avatar: Creating the World of Pandora,67.0,Documentary,02/07/2010 (CZ),23m,Thomas C. Grane,https://www.themoviedb.org/movie/111332
3232,1000 Miles From Christmas,63.0,"Comedy, Romance",12/24/2021 (US),1h 42m,Álvaro Fernández Armero,https://www.themoviedb.org/movie/852590
3233,The Tragedy of Macbeth,70,"Drama, War",12/25/2021 (CA),1h 45m,Joel Coen,https://www.themoviedb.org/movie/591538
3234,Pitch Perfect 3,66.0,"Comedy, Music",12/22/2017 (US),1h 33m,Trish Sie,https://www.themoviedb.org/movie/353616
3235,August Rush,74.0,"Family, Drama, Music",11/21/2007 (US),1h 54m,Nick Castle,https://www.themoviedb.org/movie/5123
3236,Cruel Intentions,68.0,"Drama, Romance",03/05/1999 (US),1h 38m,Roger Kumble,https://www.themoviedb.org/movie/796
3237,A Nightmare on Elm Street 4: The Dream Master,58.0,"Horror, Thriller",08/19/1988 (US),1h 34m,Brian Helgeland,https://www.themoviedb.org/movie/10131
3238,Dirty Dancing,74.0,"Drama, Music, Romance",08/21/1987 (US),1h 40m,Emile Ardolino,https://www.themoviedb.org/movie/88
