,Name,Rating,Genre,Release Date,Runtime,Director,Url
791,Batman: Death in the Family,72.0,"Animation, Action",10/13/2020 (US),31m,Brandon Vietti,https://www.themoviedb.org/movie/618353
792,One Piece Film: Z,75.0,"Action, Adventure, Animation",12/15/2012 (JP),1h 48m,Tatsuya Nagamine,https://www.themoviedb.org/movie/176983
793,The King of Fighters,50,"Action, Thriller, Science Fiction",08/26/2010 (US),1h 33m,Rita Augustine,https://www.themoviedb.org/movie/44571
794,Annabelle Comes Home,64.0,"Horror, Thriller, Mystery",06/26/2019 (US),1h 46m,Gary Dauberman,https://www.themoviedb.org/movie/521029
795,Prince of Persia: The Sands of Time,62.0,"Adventure, Fantasy, Action",05/27/2010 (US),1h 56m,Mike Newell,https://www.themoviedb.org/movie/9543
796,Godzilla,63.0,"Action, Drama, Science Fiction",05/16/2014 (US),2h 3m,Gareth Edwards,https://www.themoviedb.org/movie/124905
797,The Experiment,64.0,"Thriller, Drama",07/15/2010 (US),1h 36m,Paul Scheuring,https://www.themoviedb.org/movie/43549
798,On the Beach,57.0,,08/24/1985 (JP),1h 7m,Junichi Suzuki,https://www.themoviedb.org/movie/405871
799,Hansel & Gretel: Witch Hunters,60,"Fantasy, Horror, Action",01/25/2013 (US),1h 28m,Tommy Wirkola,https://www.themoviedb.org/movie/60304
800,Descendants,71.0,"Family, Music, Adventure, Comedy, Fantasy, TV Movie",07/31/2015 (DK),1h 52m,Kenny Ortega,https://www.themoviedb.org/movie/277217
801,The Seventh Day,55.0,Horror,03/26/2021 (US),1h 27m,Justin P. Lange,https://www.themoviedb.org/movie/645856
802,How to Train Your Dragon,78.0,"Fantasy, Adventure, Animation, Family",04/16/2010 (IN),1h 38m,Dean DeBlois,https://www.themoviedb.org/movie/10191
803,Chief Daddy 2: Going for Broke,57.0,Comedy,12/17/2021 (NG),1h 52m,Niyi Akinmolayan,https://www.themoviedb.org/movie/922017
804,How to Train Your Dragon 2,77.0,"Fantasy, Action, Adventure, Animation, Comedy, Family",06/13/2014 (US),1h 42m,Dean DeBlois,https://www.themoviedb.org/movie/82702
805,Sucker Punch,61.0,"Action, Fantasy, Thriller",03/25/2011 (US),1h 50m,Zack Snyder,https://www.themoviedb.org/movie/23629
806,Kung Fu Panda 2,69.0,"Animation, Family",05/25/2011 (US),1h 31m,Jennifer Yuh Nelson,https://www.themoviedb.org/movie/49444
807,Ford v Ferrari,80,"Drama, Action, History",11/15/2019 (US),2h 33m,James Mangold,https://www.themoviedb.org/movie/359724
808,Justice League,61.0,"Action, Adventure, Fantasy, Science Fiction",11/17/2017 (IN),2h,Zack Snyder,https://www.themoviedb.org/movie/141052
809,No Strings Attached,63.0,"Comedy, Romance",01/21/2011 (US),1h 47m,Elizabeth Meriwether,https://www.themoviedb.org/movie/41630
810,Bigbug,54.0,"Science Fiction, Comedy",02/11/2022 (FR),1h 51m,Jean-Pierre Jeunet,https://www.themoviedb.org/movie/665828
811,Candyman,62.0,Horror,09/03/2021 (IN),1h 31m,Nia DaCosta,https://www.themoviedb.org/movie/565028
812,Dinosaur Hotel,52.0,"Horror, Science Fiction, Mystery",06/11/2021 (US),1h 17m,Jack Peter Mundy,https://www.themoviedb.org/movie/839440
813,Season of the Witch,54.0,"Adventure, Fantasy, Action",01/07/2011 (US),1h 35m,Dominic Sena,https://www.themoviedb.org/movie/23047
814,Christmas ...Again?!,70,"Family, Comedy, Fantasy, TV Movie",12/03/2021 (US),1h 34m,Andy Fickman,https://www.themoviedb.org/movie/762879
815,Cheese in the Trap,67.0,"Romance, Drama, Thriller",03/14/2018 (KR),1h 53m,Kim Je-young,https://www.themoviedb.org/movie/471335
816,I Want You,73.0,"Drama, Romance",06/22/2012 (ES),2h 10m,Fernando González Molina,https://www.themoviedb.org/movie/109689
817,The Secret Life of Pets 2,70,"Adventure, Animation, Comedy, Family",06/14/2019 (IN),1h 26m,Brian Lynch,https://www.themoviedb.org/movie/412117
818,Bound by Honor,81.0,"Crime, Action, Drama, Thriller",02/05/1993 (US),3h 10m,Taylor Hackford,https://www.themoviedb.org/movie/9702
819,Ferdinand,72.0,"Animation, Family, Adventure, Comedy",12/15/2017 (IN),1h 48m,Munro Leaf,https://www.themoviedb.org/movie/364689
820,Dragon Ball Z: Bardock - The Father of Goku,75.0,"Animation, Action, Science Fiction, Drama, Fantasy",10/17/1990 (JP),48m,Mitsuo Hashimoto,https://www.themoviedb.org/movie/39323
821,Below Zero,64.0,"Action, Crime, Thriller",01/29/2021 (ES),1h 46m,Lluís Quílez,https://www.themoviedb.org/movie/587996
822,The Funeral Home,46.0,Horror,04/15/2021 (RU),1h 26m,Mauro Iván Ojeda,https://www.themoviedb.org/movie/714277
823,Megalodon,57.0,"Action, Science Fiction, Horror, TV Movie",08/10/2018 (ES),1h 30m,James Thomas,https://www.themoviedb.org/movie/523931
824,Héctor El Father: Conocerás la verdad,76.0,"Drama, Documentary",03/22/2018 (PR),1h 30m,Joel Antonio Colón,https://www.themoviedb.org/movie/511679
825,Is It Wrong to Try to Pick Up Girls in a Dungeon?: Arrow of the Orion,78.0,"Action, Adventure, Comedy, Fantasy, Romance, Animation",02/15/2019 (JP),1h 22m,Katsushi Sakurabi,https://www.themoviedb.org/movie/553835
826,Now You See Me,74.0,"Thriller, Crime",05/31/2013 (US),1h 56m,Boaz Yakin,https://www.themoviedb.org/movie/75656
827,Cars,69.0,"Animation, Adventure, Comedy, Family",08/04/2006 (IN),1h 57m,John Lasseter,https://www.themoviedb.org/movie/920
828,Green Lantern,52.0,"Adventure, Action, Thriller, Science Fiction",06/17/2011 (US),1h 54m,Martin Campbell,https://www.themoviedb.org/movie/44912
829,Universal Soldier: Regeneration,56.0,"Adventure, Action, Science Fiction, Thriller",10/01/2009 (US),1h 37m,John Hyams,https://www.themoviedb.org/movie/28510
830,Prisoners,81.0,"Drama, Thriller, Crime",09/27/2013 (IN),2h 33m,Denis Villeneuve,https://www.themoviedb.org/movie/146233
831,Hypnotic,61.0,"Thriller, Drama, Horror",10/27/2021 (US),1h 29m,Matt Angel,https://www.themoviedb.org/movie/864873
832,Kung Fu Panda 3,69.0,"Action, Adventure, Animation, Comedy, Family",01/29/2016 (US),1h 35m,Alessandro Carloni,https://www.themoviedb.org/movie/140300
833,Cinderella II: Dreams Come True,61.0,"Family, Animation, Romance, Fantasy",02/23/2002 (NL),1h 14m,John Kafka,https://www.themoviedb.org/movie/14128
834,Despicable Me 3,64.0,"Action, Animation, Comedy, Family, Adventure",06/30/2017 (US),1h 36m,Kyle Balda,https://www.themoviedb.org/movie/324852
835,Mary Magdalene,64.0,"Drama, History",03/22/2018 (AU),2h,Garth Davis,https://www.themoviedb.org/movie/407439
836,Naruto Shippuden the Movie: Bonds,72.0,"Fantasy, Animation, Action",08/02/2008 (JP),1h 30m,Hajime Kamegaki,https://www.themoviedb.org/movie/17581
837,Descendants 3,79.0,"Family, TV Movie, Music, Adventure, Fantasy",08/02/2019 (BR),1h 46m,Kenny Ortega,https://www.themoviedb.org/movie/506574
838,Ant-Man and the Wasp,70,"Action, Adventure, Science Fiction",07/13/2018 (IN),1h 59m,Peyton Reed,https://www.themoviedb.org/movie/363088
839,Those Who Wish Me Dead,68.0,Thriller,05/14/2021 (US),1h 40m,Taylor Sheridan,https://www.themoviedb.org/movie/578701
840,Dragon Ball Z: Lord Slug,64.0,"Action, Animation, Science Fiction",03/19/1991 (JP),52m,Akira Toriyama,https://www.themoviedb.org/movie/39102
841,Drive,76.0,"Drama, Thriller, Crime",09/30/2011 (IN),1h 40m,Nicolas Winding Refn,https://www.themoviedb.org/movie/64690
842,Pleasure,61.0,Drama,10/08/2021 (SE),1h 48m,Ninja Thyberg,https://www.themoviedb.org/movie/592695
843,The Book of Life,75.0,"Animation, Adventure, Comedy, Family, Fantasy",10/16/2014 (IN),1h 35m,Jorge R. Gutierrez,https://www.themoviedb.org/movie/228326
844,Still Out of My League,67.0,"Romance, Comedy",09/16/2021 (IT),1h 53m,Roberto Proia,https://www.themoviedb.org/movie/790523
845,Five Feet Apart,83.0,"Romance, Drama",03/29/2019 (IN),1h 56m,Justin Baldoni,https://www.themoviedb.org/movie/527641
846,The Fox and the Hound 2,60,"Adventure, Animation, Comedy, Family",12/12/2006 (US),1h 9m,Roger S.H. Schulman,https://www.themoviedb.org/movie/9948
847,Secret of the Wings,71.0,"Animation, Family, Fantasy, Adventure",08/17/2012 (TR),1h 32m,Peggy Holmes,https://www.themoviedb.org/movie/75258
848,Barbie & Chelsea: The Lost Birthday,72.0,Animation,05/14/2021 (ES),1h,Cassi Simonds,https://www.themoviedb.org/movie/812456
849,Top Gun: Maverick,0,"Action, Drama",05/27/2022 (US),2h 11m,Jim Cash,https://www.themoviedb.org/movie/361743
850,It,72.0,"Horror, Fantasy",09/08/2017 (IN),2h 15m,Andy Muschietti,https://www.themoviedb.org/movie/346364
851,Ant-Man,71.0,"Science Fiction, Action, Adventure",07/24/2015 (IN),1h 57m,Edgar Wright,https://www.themoviedb.org/movie/102899
852,The Marco Effect,62.0,"Thriller, Crime",05/27/2021 (DK),2h 5m,Martin Zandvliet,https://www.themoviedb.org/movie/659940
853,Jonah Hex,49.0,"Action, Western, Drama, Fantasy, Thriller",06/18/2010 (US),1h 21m,Mark Neveldine,https://www.themoviedb.org/movie/20533
854,He's All That,68.0,"Romance, Comedy",08/27/2021 (US),1h 31m,Mark Waters,https://www.themoviedb.org/movie/347626
855,Kingsman: The Golden Circle,70,"Action, Adventure, Comedy, Science Fiction, Crime",09/22/2017 (IN),2h 21m,Matthew Vaughn,https://www.themoviedb.org/movie/343668
856,God's Not Dead: A Light in Darkness,70,Drama,03/30/2018 (US),1h 45m,Michael Mason,https://www.themoviedb.org/movie/454286
857,Lucy,64.0,"Action, Science Fiction",07/25/2014 (US),1h 29m,Luc Besson,https://www.themoviedb.org/movie/240832
858,The Power of the Dog,68.0,"Drama, Western",12/01/2021 (US),2h 7m,Jane Campion,https://www.themoviedb.org/movie/600583
859,The New Mutants,62.0,"Horror, Science Fiction, Mystery, Action",08/28/2020 (US),1h 34m,Josh Boone,https://www.themoviedb.org/movie/340102
860,The Grey,66.0,"Drama, Thriller, Action, Adventure",05/25/2012 (IN),1h 57m,Joe Carnahan,https://www.themoviedb.org/movie/75174
861,Creed II,69.0,Drama,11/21/2018 (US),2h 10m,Sylvester Stallone,https://www.themoviedb.org/movie/480530
862,Underworld: Awakening,63.0,"Fantasy, Action, Horror",01/19/2012 (US),1h 28m,Len Wiseman,https://www.themoviedb.org/movie/52520
863,Secret Society of Second Born Royals,68.0,"Action, Adventure, Comedy, Fantasy",09/25/2020 (US),1h 37m,Anna Mastro,https://www.themoviedb.org/movie/621870
864,El club del paro,48.0,Comedy,09/17/2021 (ES),,David Marqués,https://www.themoviedb.org/movie/809778
865,Rambo: Last Blood,65.0,"Action, Thriller, Drama",09/20/2019 (US),1h 29m,David Morrell,https://www.themoviedb.org/movie/522938
866,Night Teeth,66.0,"Horror, Thriller, Action",10/20/2021 (US),1h 47m,Adam Randall,https://www.themoviedb.org/movie/669671
867,Cosmic Scrat-tastrophe,67.0,"Science Fiction, Comedy, Animation, Family, Adventure",11/06/2015 (US),5m,Mike Thurmeier,https://www.themoviedb.org/movie/367326
868,Madagascar 3: Europe's Most Wanted,66.0,"Animation, Family, Comedy, Adventure",06/08/2012 (IN),1h 33m,Tom McGrath,https://www.themoviedb.org/movie/80321
869,Alice in Wonderland,66.0,"Family, Fantasy, Adventure",03/12/2010 (IN),1h 48m,Tim Burton,https://www.themoviedb.org/movie/12155
870,Thinking XXX,51.0,Documentary,10/27/2004 (US),58m,Timothy Greenfield-Sanders,https://www.themoviedb.org/movie/24593
871,Rampage,65.0,"Action, Adventure, Science Fiction",04/13/2018 (IN),1h 47m,Ryan Engle,https://www.themoviedb.org/movie/427641
872,Skyfall,72.0,"Action, Adventure, Thriller",11/02/2012 (IN),2h 23m,Ian Fleming,https://www.themoviedb.org/movie/37724
873,Trinity Seven 2: Heaven's Library & Crimson Lord,79.0,"Animation, Action, Fantasy, Comedy",03/29/2019 (JP),1h 1m,Hiroshi Nishikiori,https://www.themoviedb.org/movie/570269
874,Hotel Transylvania 3: Summer Vacation,69.0,"Family, Fantasy, Comedy, Animation",07/13/2018 (US),1h 37m,Genndy Tartakovsky,https://www.themoviedb.org/movie/400155
875,Hotel Transylvania,70,"Animation, Comedy, Family, Fantasy",09/28/2012 (US),1h 31m,Genndy Tartakovsky,https://www.themoviedb.org/movie/76492
876,Star Wars: The Force Awakens,73.0,"Action, Adventure, Science Fiction, Fantasy",12/18/2015 (IN),2h 16m,J.J. Abrams,https://www.themoviedb.org/movie/140607
877,Happy Feet,61.0,"Animation, Comedy, Family",12/26/2006 (AU),1h 48m,George Miller,https://www.themoviedb.org/movie/9836
878,Naruto Shippuden the Movie: The Will of Fire,73.0,"Action, Adventure, Comedy, Drama, Fantasy, Animation",08/01/2009 (JP),1h 35m,Masahiko Murata,https://www.themoviedb.org/movie/36728
879,Overcomer,77.0,Drama,08/23/2019 (US),1h 59m,Alex Kendrick,https://www.themoviedb.org/movie/527776
880,The Remaining,56.0,"Thriller, Horror",09/05/2014 (US),1h 28m,Casey La Scala,https://www.themoviedb.org/movie/280002
881,The Chronicles of Narnia: Prince Caspian,66.0,"Adventure, Family, Fantasy",05/16/2008 (US),2h 30m,Andrew Adamson,https://www.themoviedb.org/movie/2454
882,xXx: Return of Xander Cage,59.0,"Action, Adventure, Crime",01/13/2017 (IN),1h 47m,Rich Wilkes,https://www.themoviedb.org/movie/47971
883,Black Fox,70,"Animation, Action, Drama, Science Fiction",10/05/2019 (JP),1h 26m,Keisuke Shinohara,https://www.themoviedb.org/movie/609202
884,Total Recall,60,"Action, Science Fiction, Adventure, Thriller",08/03/2012 (US),2h 1m,Len Wiseman,https://www.themoviedb.org/movie/64635
885,Tokyo Ghoul,70,"Action, Drama, Horror, Thriller",07/29/2017 (JP),1h 59m,Kentaro Hagiwara,https://www.themoviedb.org/movie/433945
886,A Boy Called Christmas,76.0,"Family, Adventure, Fantasy",11/25/2021 (AU),1h 44m,Gil Kenan,https://www.themoviedb.org/movie/615666
887,101 Dalmatians,59.0,"Family, Comedy",04/03/1997 (IN),1h 43m,Stephen Herek,https://www.themoviedb.org/movie/11674
888,X-Men: Days of Future Past,75.0,"Action, Adventure, Fantasy, Science Fiction",05/23/2014 (IN),2h 12m,Simon Kinberg,https://www.themoviedb.org/movie/127585
889,Child's Play,66.0,Horror,11/08/1988 (US),1h 27m,Tom Holland,https://www.themoviedb.org/movie/10585
890,Barbie as The Princess & the Pauper,75.0,"Animation, Family, Comedy",09/28/2004 (US),1h 25m,William Lau,https://www.themoviedb.org/movie/15165
891,Don't Breathe,70,"Thriller, Horror",09/02/2016 (IN),1h 29m,Fede Álvarez,https://www.themoviedb.org/movie/300669
892,Book of Love,54.0,"Comedy, Romance",01/06/2022 (UA),1h 46m,Analeine Cal y Mayor,https://www.themoviedb.org/movie/892835
893,Pain & Gain,62.0,"Crime, Action, Comedy",04/26/2013 (US),2h 10m,Michael Bay,https://www.themoviedb.org/movie/134374
894,Pixels,57.0,"Action, Comedy, Science Fiction",08/07/2015 (IN),1h 45m,Chris Columbus,https://www.themoviedb.org/movie/257344
895,The Purge,63.0,"Science Fiction, Horror, Thriller",06/06/2013 (US),1h 26m,James DeMonaco,https://www.themoviedb.org/movie/158015
896,Fifty Shades of Black,49.0,"Romance, Comedy",01/29/2016 (US),1h 32m,Michael Tiddes,https://www.themoviedb.org/movie/351819
897,Kong: Skull Island,65.0,"Action, Adventure, Fantasy",03/10/2017 (IN),1h 58m,Merian C. Cooper,https://www.themoviedb.org/movie/293167
898,Blitz,61.0,"Crime, Action, Thriller",05/20/2011 (GB),1h 37m,Elliott Lester,https://www.themoviedb.org/movie/55846
899,The Incredible Hulk,62.0,"Science Fiction, Action, Adventure",06/12/2008 (US),1h 54m,Jack Kirby,https://www.themoviedb.org/movie/1724
900,An Interview with God,70,"Drama, Mystery",10/25/2018 (AU),1h 37m,Perry Lang,https://www.themoviedb.org/movie/534338
901,Miss Peregrine's Home for Peculiar Children,68.0,"Fantasy, Adventure, Family, Drama",09/29/2016 (GB),2h 7m,Tim Burton,https://www.themoviedb.org/movie/283366
902,Werewolves Within,62.0,"Horror, Comedy",07/01/2021 (RU),1h 37m,Josh Ruben,https://www.themoviedb.org/movie/800497
903,Star Wars,82.0,"Adventure, Action, Science Fiction",04/18/1997 (IN),2h 1m,George Lucas,https://www.themoviedb.org/movie/11
904,The Flu,75.0,"Action, Drama, Science Fiction",08/14/2013 (KR),2h 2m,Kim Sung-soo,https://www.themoviedb.org/movie/200085
905,A Forbidden Orange,46.0,"Documentary, History",12/17/2021 (US),1h 25m,Pedro González Bermúdez,https://www.themoviedb.org/movie/888492
906,Miraculous Ladybug & Cat Noir: The Movie,0,"Action, Animation, Adventure, Fantasy, Music",08/03/2022 (FR),,Jeremy Zag,https://www.themoviedb.org/movie/496450
907,Over the Moon,73.0,"Animation, Adventure, Family, Fantasy",10/23/2020 (ES),1h 40m,Glen Keane,https://www.themoviedb.org/movie/560050
908,Wrong Turn,63.0,"Horror, Thriller",05/30/2003 (US),1h 24m,Rob Schmidt,https://www.themoviedb.org/movie/9902
909,Justice Society: World War II,76.0,"Animation, War, Science Fiction",04/27/2021 (US),1h 24m,Jeff Wamester,https://www.themoviedb.org/movie/736069
910,Cherry,75.0,"Drama, Crime",02/26/2021 (US),2h 20m,Anthony Russo,https://www.themoviedb.org/movie/544401
911,How the Grinch Stole Christmas,67.0,"Family, Comedy, Fantasy",11/17/2000 (US),1h 44m,Ron Howard,https://www.themoviedb.org/movie/8871
912,The Tax Collector,57.0,"Action, Crime, Drama",08/07/2020 (CA),1h 35m,David Ayer,https://www.themoviedb.org/movie/531499
913,Attack on Titan,59.0,"Horror, Fantasy, Action, Science Fiction",08/01/2015 (JP),1h 38m,Shinji Higuchi,https://www.themoviedb.org/movie/295830
914,Rio 2,65.0,"Adventure, Animation, Comedy, Family",04/10/2014 (IN),1h 41m,Carlos Saldanha,https://www.themoviedb.org/movie/172385
915,Warrior,78.0,"Drama, Action",09/09/2011 (US),2h 20m,Gavin O'Connor,https://www.themoviedb.org/movie/59440
916,Cherry Magic! THE MOVIE,0,"Comedy, Romance",04/08/2022 (JP),,Hiroki Kazama,https://www.themoviedb.org/movie/926916
917,Terminator: Dark Fate,65.0,"Action, Adventure, Science Fiction",11/01/2019 (US),2h 8m,James Cameron,https://www.themoviedb.org/movie/290859
918,Odd Thomas,69.0,"Mystery, Thriller",02/24/2014 (US),1h 40m,Stephen Sommers,https://www.themoviedb.org/movie/179826
919,Jackie Chan Kung Fu Master,44.0,"Action, Comedy, Family",07/03/2009 (CN),1h 25m,Jiang Ping,https://www.themoviedb.org/movie/45682
920,Saint Seiya: Legend of Sanctuary,65.0,"Action, Animation, Fantasy",06/21/2014 (JP),1h 33m,Keiichi Sato,https://www.themoviedb.org/movie/287590
921,(500) Days of Summer,73.0,"Comedy, Drama, Romance",08/07/2009 (US),1h 35m,Marc Webb,https://www.themoviedb.org/movie/19913
922,The Wife on Vacation... The Lover in Town,53.0,Comedy,08/14/1980 (IT),1h 30m,Sergio Martino,https://www.themoviedb.org/movie/73620
923,Constantine,70,"Fantasy, Action, Horror",02/25/2005 (IN),2h 1m,Kevin Brodbin,https://www.themoviedb.org/movie/561
924,Barbie in The 12 Dancing Princesses,77.0,"Animation, Family",09/19/2006 (US),1h 23m,Ruth Handler,https://www.themoviedb.org/movie/13002
925,White Snake,79.0,"Romance, Animation, Fantasy",01/11/2019 (CN),1h 39m,Zhao Ji,https://www.themoviedb.org/movie/573699
926,Peter Pan,72.0,"Animation, Family, Adventure, Fantasy",02/05/1953 (US),1h 17m,Hamilton Luske,https://www.themoviedb.org/movie/10693
927,Limitless,72.0,"Thriller, Mystery, Science Fiction",04/29/2011 (IN),1h 45m,Alan Glynn,https://www.themoviedb.org/movie/51876
928,The Dinosaur Project,55.0,"Adventure, Action, Horror",08/10/2012 (GB),1h 23m,Sid Bennett,https://www.themoviedb.org/movie/119698
929,Beauty and the Beast,70,"Family, Fantasy, Romance",03/17/2017 (US),2h 9m,Bill Condon,https://www.themoviedb.org/movie/321612
930,Star Trek,74.0,"Science Fiction, Action, Adventure",06/05/2009 (IN),2h 7m,Gene Roddenberry,https://www.themoviedb.org/movie/13475
931,The Godfather,87.0,"Drama, Crime",03/14/1972 (US),2h 55m,Francis Ford Coppola,https://www.themoviedb.org/movie/238
932,Annabelle: Creation,66.0,"Horror, Mystery, Thriller",08/15/2017 (IN),1h 50m,Gary Dauberman,https://www.themoviedb.org/movie/396422
933,Bohemian Rhapsody,80,"Music, Drama, History",11/16/2018 (IN),2h 15m,Anthony McCarten,https://www.themoviedb.org/movie/424694
934,The Grinch,68.0,"Animation, Family, Comedy, Fantasy",11/09/2018 (US),1h 25m,Yarrow Cheney,https://www.themoviedb.org/movie/360920
935,Cinderella,65.0,"Fantasy, Romance, Comedy",09/03/2021 (US),1h 53m,Kay Cannon,https://www.themoviedb.org/movie/593910
936,Barbie: Princess Charm School,74.0,"Family, Animation, Fantasy",09/13/2011 (US),1h 19m,Ezekiel Norton,https://www.themoviedb.org/movie/73456
937,John Wick,74.0,"Action, Thriller",10/24/2014 (US),1h 41m,Chad Stahelski,https://www.themoviedb.org/movie/245891
938,"Batman: The Long Halloween, Part Two",77.0,"Animation, Mystery, Action, Crime",07/27/2021 (US),1h 27m,Bob Kane,https://www.themoviedb.org/movie/736074
939,Beverly Hills Chihuahua 3: Viva la Fiesta!,62.0,"Comedy, Family",09/18/2012 (US),1h 29m,Jeffrey Bushell,https://www.themoviedb.org/movie/105965
940,Kubo and the Two Strings,77.0,"Animation, Adventure, Family",08/19/2016 (US),1h 42m,Marc Haimes,https://www.themoviedb.org/movie/313297
941,Hitman: Agent 47,58.0,"Action, Crime, Thriller",08/28/2015 (IN),1h 36m,Skip Woods,https://www.themoviedb.org/movie/249070
942,Wrong Turn 5: Bloodlines,54.0,"Horror, Thriller",10/23/2012 (US),1h 31m,Declan O'Brien,https://www.themoviedb.org/movie/125509
943,TRON: Legacy,64.0,"Adventure, Action, Science Fiction",12/17/2010 (US),2h 5m,Joseph Kosinski,https://www.themoviedb.org/movie/20526
944,3096 Days,75.0,Drama,02/28/2013 (DE),1h 51m,Sherry Hormann,https://www.themoviedb.org/movie/166666
945,The Texas Chainsaw Massacre: The Beginning,61.0,"Horror, Thriller",10/06/2006 (US),1h 31m,Sheldon Turner,https://www.themoviedb.org/movie/10781
946,The Aristocats,73.0,"Animation, Comedy, Family, Adventure",12/24/1970 (US),1h 18m,Wolfgang Reitherman,https://www.themoviedb.org/movie/10112
947,Megamind,69.0,"Animation, Action, Comedy, Family, Science Fiction",11/04/2010 (US),1h 36m,Tom McGrath,https://www.themoviedb.org/movie/38055
948,Millonario sin amor,80,"Romance, Comedy",09/01/2021 (MX),,Jaime Segura,https://www.themoviedb.org/movie/901407
949,Nightcrawler,77.0,"Crime, Drama, Thriller",10/31/2014 (IN),1h 58m,Dan Gilroy,https://www.themoviedb.org/movie/242582
950,Monkey King: Hero Is Back,70,"Fantasy, Animation, Comedy",07/10/2015 (CN),1h 29m,Tian Xiao Peng,https://www.themoviedb.org/movie/351694
951,Hercules,57.0,"Action, Adventure",07/25/2014 (US),1h 39m,Brett Ratner,https://www.themoviedb.org/movie/184315
952,Barbie: Princess Adventure,74.0,"Animation, Music",09/01/2020 (US),1h 12m,Conrad Helten,https://www.themoviedb.org/movie/738215
953,Saga of Tanya the Evil: The Movie,81.0,"Animation, Action, War, Fantasy",02/08/2019 (JP),1h 38m,Yutaka Uemura,https://www.themoviedb.org/movie/553839
954,Skyline,49.0,"Science Fiction, Action",11/12/2010 (US),1h 32m,Colin Strause,https://www.themoviedb.org/movie/42684
955,Stan Helsing,43.0,"Comedy, Horror",10/27/2009 (US),1h 30m,Bo Zenga,https://www.themoviedb.org/movie/23988
956,Rambo,66.0,"Action, Thriller",01/25/2008 (US),1h 32m,Sylvester Stallone,https://www.themoviedb.org/movie/7555
957,Conan the Barbarian,53.0,"Adventure, Fantasy, Action",08/19/2011 (US),1h 53m,Robert E. Howard,https://www.themoviedb.org/movie/37430
958,Bolt,65.0,"Animation, Family, Adventure, Comedy",11/21/2008 (US),1h 38m,Chris Williams,https://www.themoviedb.org/movie/13053
959,Butchers,49.0,Horror,01/12/2021 (US),1h 33m,Adrian Langley,https://www.themoviedb.org/movie/720026
960,I'm Not Ashamed,75.0,Drama,10/21/2016 (US),1h 52m,Brian Baugh,https://www.themoviedb.org/movie/409502
961,Scooby-Doo! The Sword and the Scoob,79.0,"Animation, Comedy, Family, Mystery, Adventure, Fantasy",02/23/2021 (US),1h 12m,Maxwell Atoms,https://www.themoviedb.org/movie/682254
962,Cats & Dogs 3: Paws Unite,66.0,"Comedy, Action",10/02/2020 (GB),1h 24m,Sean McNamara,https://www.themoviedb.org/movie/726739
963,Sonic: Night of the Werehog,57.0,Animation,11/21/2008 (US),11m,Takashi Nakashima,https://www.themoviedb.org/movie/57982
964,Colombiana,66.0,"Action, Thriller, Crime, Drama",08/26/2011 (US),1h 48m,Olivier Megaton,https://www.themoviedb.org/movie/62835
965,Jumanji: Welcome to the Jungle,68.0,"Adventure, Action, Comedy, Fantasy",12/29/2017 (IN),1h 59m,Jake Kasdan,https://www.themoviedb.org/movie/353486
966,The Equalizer,72.0,"Thriller, Action, Crime",11/21/2014 (IN),2h 12m,Antoine Fuqua,https://www.themoviedb.org/movie/156022
967,Insurgent,64.0,"Action, Adventure, Science Fiction, Thriller",03/20/2015 (US),1h 59m,Robert Schwentke,https://www.themoviedb.org/movie/262500
968,Shadow in the Cloud,58.0,"Horror, Action, War",02/04/2021 (NZ),1h 23m,Roseanne Liang,https://www.themoviedb.org/movie/675327
969,Hidden Figures,81.0,"Drama, History",02/24/2017 (IN),2h 7m,Theodore Melfi,https://www.themoviedb.org/movie/381284
970,Movie 43,45.0,Comedy,01/25/2013 (US),1h 30m,Jonathan van Tulleken,https://www.themoviedb.org/movie/87818
971,Mirai,73.0,"Animation, Family, Fantasy, Adventure, Drama",07/20/2018 (JP),1h 38m,Mamoru Hosoda,https://www.themoviedb.org/movie/475215
972,Wrong Turn 4: Bloody Beginnings,57.0,"Horror, Thriller",10/17/2011 (US),1h 33m,Declan O'Brien,https://www.themoviedb.org/movie/71672
973,Cinderella III: A Twist in Time,65.0,"Animation, Romance, Family, Fantasy",02/06/2007 (FR),1h 14m,Frank Nissen,https://www.themoviedb.org/movie/16119
974,The A-Team,64.0,"Thriller, Action, Adventure, Comedy, Crime",06/11/2010 (US),1h 57m,Joe Carnahan,https://www.themoviedb.org/movie/34544
975,American Pie 2,62.0,"Comedy, Romance",08/10/2001 (US),1h 48m,J.B. Rogers,https://www.themoviedb.org/movie/2770
976,The Blind Side,77.0,Drama,11/20/2009 (US),2h 9m,John Lee Hancock,https://www.themoviedb.org/movie/22881
977,Jupiter Ascending,54.0,"Science Fiction, Fantasy, Action",02/28/2015 (IN),2h 7m,Lana Wachowski,https://www.themoviedb.org/movie/76757
978,Thunder Force,56.0,"Action, Adventure, Comedy, Science Fiction",04/09/2021 (US),1h 47m,Ben Falcone,https://www.themoviedb.org/movie/615678
979,Gabriel's Inferno: Part III,85.0,"Romance, Comedy",11/19/2020 (US),1h 45m,Tosca Musk,https://www.themoviedb.org/movie/761053
980,The Lion King 1½,66.0,"Family, Animation, Comedy",02/09/2004 (US),1h 17m,Bradley Raymond,https://www.themoviedb.org/movie/11430
981,Zog and the Flying Doctors,67.0,"Animation, Family",04/16/2021 (ES),25m,Sean Mullen,https://www.themoviedb.org/movie/779611
